SUBJECT,ROW,TECHNIQUE,TASK,TRIAL,TRAINING,DATA
0,104,Heatmap,Triple,5,R,6
0,105,Heatmap,Triple,6,R,4
0,106,Heatmap,Triple,7,R,8
0,107,Heatmap,Triple,8,R,3
1,0,Heatmap,PointDistance,0,T,2
1,1,Heatmap,PointDistance,1,T,1
1,2,Heatmap,PointDistance,2,T,0
1,3,Heatmap,PointDistance,3,R,5
1,4,Heatmap,PointDistance,4,R,6
1,5,Heatmap,PointDistance,5,R,8
1,6,Heatmap,PointDistance,6,R,3
1,7,Heatmap,PointDistance,7,R,4
1,8,Heatmap,PointDistance,8,R,7
1,9,Heatmap,TouchingSegments,0,T,1
1,10,Heatmap,TouchingSegments,1,T,2
1,11,Heatmap,TouchingSegments,2,T,0
1,12,Heatmap,TouchingSegments,3,R,8
1,13,Heatmap,TouchingSegments,4,R,3
1,14,Heatmap,TouchingSegments,5,R,4
1,15,Heatmap,TouchingSegments,6,R,5
1,16,Heatmap,TouchingSegments,7,R,6
1,17,Heatmap,TouchingSegments,8,R,7
1,18,Heatmap,LargerTad,0,T,2
1,19,Heatmap,LargerTad,1,T,0
1,20,Heatmap,LargerTad,2,T,1
1,21,Heatmap,LargerTad,3,R,5
1,22,Heatmap,LargerTad,4,R,8
1,23,Heatmap,LargerTad,5,R,6
1,24,Heatmap,LargerTad,6,R,7
1,25,Heatmap,LargerTad,7,R,3
1,26,Heatmap,LargerTad,8,R,4
1,27,Heatmap,Triple,0,T,1
1,28,Heatmap,Triple,1,T,2
1,29,Heatmap,Triple,2,T,0
1,30,Heatmap,Triple,3,R,6
1,31,Heatmap,Triple,4,R,8
1,32,Heatmap,Triple,5,R,7
1,33,Heatmap,Triple,6,R,3
1,34,Heatmap,Triple,7,R,4
1,35,Heatmap,Triple,8,R,5
1,36,HoloLens,PointDistance,0,T,2
1,37,HoloLens,PointDistance,1,T,0
1,38,HoloLens,PointDistance,2,T,1
1,39,HoloLens,PointDistance,3,R,6
1,40,HoloLens,PointDistance,4,R,4
1,41,HoloLens,PointDistance,5,R,3
1,42,HoloLens,PointDistance,6,R,8
1,43,HoloLens,PointDistance,7,R,7
1,44,HoloLens,PointDistance,8,R,5
1,45,HoloLens,TouchingSegments,0,T,1
1,46,HoloLens,TouchingSegments,1,T,2
1,47,HoloLens,TouchingSegments,2,T,0
1,48,HoloLens,TouchingSegments,3,R,5
1,49,HoloLens,TouchingSegments,4,R,7
1,50,HoloLens,TouchingSegments,5,R,4
1,51,HoloLens,TouchingSegments,6,R,3
1,52,HoloLens,TouchingSegments,7,R,8
1,53,HoloLens,TouchingSegments,8,R,6
1,54,HoloLens,LargerTad,0,T,0
1,55,HoloLens,LargerTad,1,T,2
1,56,HoloLens,LargerTad,2,T,1
1,57,HoloLens,LargerTad,3,R,8
1,58,HoloLens,LargerTad,4,R,7
1,59,HoloLens,LargerTad,5,R,6
1,60,HoloLens,LargerTad,6,R,4
1,61,HoloLens,LargerTad,7,R,3
1,62,HoloLens,LargerTad,8,R,5
1,63,HoloLens,Triple,0,T,2
1,64,HoloLens,Triple,1,T,1
1,65,HoloLens,Triple,2,T,0
1,66,HoloLens,Triple,3,R,4
1,67,HoloLens,Triple,4,R,6
1,68,HoloLens,Triple,5,R,5
1,69,HoloLens,Triple,6,R,8
1,70,HoloLens,Triple,7,R,3
1,71,HoloLens,Triple,8,R,7
1,72,Projection,PointDistance,0,T,2
1,73,Projection,PointDistance,1,T,0
1,74,Projection,PointDistance,2,T,1
1,75,Projection,PointDistance,3,R,5
1,76,Projection,PointDistance,4,R,8
1,77,Projection,PointDistance,5,R,3
1,78,Projection,PointDistance,6,R,4
1,79,Projection,PointDistance,7,R,6
1,80,Projection,PointDistance,8,R,7
1,81,Projection,TouchingSegments,0,T,1
1,82,Projection,TouchingSegments,1,T,0
1,83,Projection,TouchingSegments,2,T,2
1,84,Projection,TouchingSegments,3,R,7
1,85,Projection,TouchingSegments,4,R,6
1,86,Projection,TouchingSegments,5,R,3
1,87,Projection,TouchingSegments,6,R,8
1,88,Projection,TouchingSegments,7,R,4
1,89,Projection,TouchingSegments,8,R,5
1,90,Projection,LargerTad,0,T,1
1,91,Projection,LargerTad,1,T,2
1,92,Projection,LargerTad,2,T,0
1,93,Projection,LargerTad,3,R,7
1,94,Projection,LargerTad,4,R,3
1,95,Projection,LargerTad,5,R,8
1,96,Projection,LargerTad,6,R,4
1,97,Projection,LargerTad,7,R,5
1,98,Projection,LargerTad,8,R,6
1,99,Projection,Triple,0,T,2
1,100,Projection,Triple,1,T,1
1,101,Projection,Triple,2,T,0
1,102,Projection,Triple,3,R,6
1,103,Projection,Triple,4,R,5
1,104,Projection,Triple,5,R,3
1,105,Projection,Triple,6,R,4
1,106,Projection,Triple,7,R,8
1,107,Projection,Triple,8,R,7
2,0,Projection,PointDistance,0,T,2
2,1,Projection,PointDistance,1,T,0
2,2,Projection,PointDistance,2,T,1
2,3,Projection,PointDistance,3,R,7
2,4,Projection,PointDistance,4,R,4
2,5,Projection,PointDistance,5,R,8
2,6,Projection,PointDistance,6,R,5
2,7,Projection,PointDistance,7,R,3
2,8,Projection,PointDistance,8,R,6
2,9,Projection,TouchingSegments,0,T,1
2,10,Projection,TouchingSegments,1,T,0
2,11,Projection,TouchingSegments,2,T,2
2,12,Projection,TouchingSegments,3,R,3
2,13,Projection,TouchingSegments,4,R,8
2,14,Projection,TouchingSegments,5,R,7
2,15,Projection,TouchingSegments,6,R,5
2,16,Projection,TouchingSegments,7,R,6
2,17,Projection,TouchingSegments,8,R,4
2,18,Projection,LargerTad,0,T,0
2,19,Projection,LargerTad,1,T,2
2,20,Projection,LargerTad,2,T,1
2,21,Projection,LargerTad,3,R,8
2,22,Projection,LargerTad,4,R,3
2,23,Projection,LargerTad,5,R,7
2,24,Projection,LargerTad,6,R,4
2,25,Projection,LargerTad,7,R,6
2,26,Projection,LargerTad,8,R,5
2,27,Projection,Triple,0,T,0
2,28,Projection,Triple,1,T,1
2,29,Projection,Triple,2,T,2
2,30,Projection,Triple,3,R,8
2,31,Projection,Triple,4,R,3
2,32,Projection,Triple,5,R,5
2,33,Projection,Triple,6,R,6
2,34,Projection,Triple,7,R,4
2,35,Projection,Triple,8,R,7
2,36,Heatmap,PointDistance,0,T,0
2,37,Heatmap,PointDistance,1,T,2
2,38,Heatmap,PointDistance,2,T,1
2,39,Heatmap,PointDistance,3,R,5
2,40,Heatmap,PointDistance,4,R,8
2,41,Heatmap,PointDistance,5,R,6
2,42,Heatmap,PointDistance,6,R,4
2,43,Heatmap,PointDistance,7,R,3
2,44,Heatmap,PointDistance,8,R,7
2,45,Heatmap,TouchingSegments,0,T,2
2,46,Heatmap,TouchingSegments,1,T,1
2,47,Heatmap,TouchingSegments,2,T,0
2,48,Heatmap,TouchingSegments,3,R,8
2,49,Heatmap,TouchingSegments,4,R,4
2,50,Heatmap,TouchingSegments,5,R,3
2,51,Heatmap,TouchingSegments,6,R,6
2,52,Heatmap,TouchingSegments,7,R,5
2,53,Heatmap,TouchingSegments,8,R,7
2,54,Heatmap,LargerTad,0,T,0
2,55,Heatmap,LargerTad,1,T,1
2,56,Heatmap,LargerTad,2,T,2
2,57,Heatmap,LargerTad,3,R,5
2,58,Heatmap,LargerTad,4,R,7
2,59,Heatmap,LargerTad,5,R,6
2,60,Heatmap,LargerTad,6,R,8
2,61,Heatmap,LargerTad,7,R,3
2,62,Heatmap,LargerTad,8,R,4
2,63,Heatmap,Triple,0,T,2
2,64,Heatmap,Triple,1,T,1
2,65,Heatmap,Triple,2,T,0
2,66,Heatmap,Triple,3,R,8
2,67,Heatmap,Triple,4,R,4
2,68,Heatmap,Triple,5,R,3
2,69,Heatmap,Triple,6,R,5
2,70,Heatmap,Triple,7,R,6
2,71,Heatmap,Triple,8,R,7
2,72,HoloLens,PointDistance,0,T,1
2,73,HoloLens,PointDistance,1,T,2
2,74,HoloLens,PointDistance,2,T,0
2,75,HoloLens,PointDistance,3,R,5
2,76,HoloLens,PointDistance,4,R,6
2,77,HoloLens,PointDistance,5,R,3
2,78,HoloLens,PointDistance,6,R,4
2,79,HoloLens,PointDistance,7,R,8
2,80,HoloLens,PointDistance,8,R,7
2,81,HoloLens,TouchingSegments,0,T,1
2,82,HoloLens,TouchingSegments,1,T,0
2,83,HoloLens,TouchingSegments,2,T,2
2,84,HoloLens,TouchingSegments,3,R,6
2,85,HoloLens,TouchingSegments,4,R,5
2,86,HoloLens,TouchingSegments,5,R,7
2,87,HoloLens,TouchingSegments,6,R,4
2,88,HoloLens,TouchingSegments,7,R,8
2,89,HoloLens,TouchingSegments,8,R,3
2,90,HoloLens,LargerTad,0,T,1
2,91,HoloLens,LargerTad,1,T,2
2,92,HoloLens,LargerTad,2,T,0
2,93,HoloLens,LargerTad,3,R,5
2,94,HoloLens,LargerTad,4,R,6
2,95,HoloLens,LargerTad,5,R,7
2,96,HoloLens,LargerTad,6,R,4
2,97,HoloLens,LargerTad,7,R,3
2,98,HoloLens,LargerTad,8,R,8
2,99,HoloLens,Triple,0,T,2
2,100,HoloLens,Triple,1,T,1
2,101,HoloLens,Triple,2,T,0
2,102,HoloLens,Triple,3,R,3
2,103,HoloLens,Triple,4,R,5
2,104,HoloLens,Triple,5,R,6
2,105,HoloLens,Triple,6,R,8
2,106,HoloLens,Triple,7,R,7
2,107,HoloLens,Triple,8,R,4
3,0,HoloLens,PointDistance,0,T,1
3,1,HoloLens,PointDistance,1,T,2
3,2,HoloLens,PointDistance,2,T,0
3,3,HoloLens,PointDistance,3,R,3
3,4,HoloLens,PointDistance,4,R,5
3,5,HoloLens,PointDistance,5,R,4
3,6,HoloLens,PointDistance,6,R,8
3,7,HoloLens,PointDistance,7,R,7
3,8,HoloLens,PointDistance,8,R,6
3,9,HoloLens,TouchingSegments,0,T,0
3,10,HoloLens,TouchingSegments,1,T,1
3,11,HoloLens,TouchingSegments,2,T,2
3,12,HoloLens,TouchingSegments,3,R,7
3,13,HoloLens,TouchingSegments,4,R,4
3,14,HoloLens,TouchingSegments,5,R,6
3,15,HoloLens,TouchingSegments,6,R,5
3,16,HoloLens,TouchingSegments,7,R,8
3,17,HoloLens,TouchingSegments,8,R,3
3,18,HoloLens,LargerTad,0,T,2
3,19,HoloLens,LargerTad,1,T,0
3,20,HoloLens,LargerTad,2,T,1
3,21,HoloLens,LargerTad,3,R,5
3,22,HoloLens,LargerTad,4,R,8
3,23,HoloLens,LargerTad,5,R,6
3,24,HoloLens,LargerTad,6,R,7
3,25,HoloLens,LargerTad,7,R,3
3,26,HoloLens,LargerTad,8,R,4
3,27,HoloLens,Triple,0,T,1
3,28,HoloLens,Triple,1,T,2
3,29,HoloLens,Triple,2,T,0
3,30,HoloLens,Triple,3,R,5
3,31,HoloLens,Triple,4,R,3
3,32,HoloLens,Triple,5,R,4
3,33,HoloLens,Triple,6,R,7
3,34,HoloLens,Triple,7,R,8
3,35,HoloLens,Triple,8,R,6
3,36,Projection,PointDistance,0,T,1
3,37,Projection,PointDistance,1,T,2
3,38,Projection,PointDistance,2,T,0
3,39,Projection,PointDistance,3,R,8
3,40,Projection,PointDistance,4,R,6
3,41,Projection,PointDistance,5,R,4
3,42,Projection,PointDistance,6,R,5
3,43,Projection,PointDistance,7,R,7
3,44,Projection,PointDistance,8,R,3
3,45,Projection,TouchingSegments,0,T,2
3,46,Projection,TouchingSegments,1,T,0
3,47,Projection,TouchingSegments,2,T,1
3,48,Projection,TouchingSegments,3,R,4
3,49,Projection,TouchingSegments,4,R,6
3,50,Projection,TouchingSegments,5,R,7
3,51,Projection,TouchingSegments,6,R,8
3,52,Projection,TouchingSegments,7,R,3
3,53,Projection,TouchingSegments,8,R,5
3,54,Projection,LargerTad,0,T,0
3,55,Projection,LargerTad,1,T,2
3,56,Projection,LargerTad,2,T,1
3,57,Projection,LargerTad,3,R,5
3,58,Projection,LargerTad,4,R,4
3,59,Projection,LargerTad,5,R,7
3,60,Projection,LargerTad,6,R,8
3,61,Projection,LargerTad,7,R,3
3,62,Projection,LargerTad,8,R,6
3,63,Projection,Triple,0,T,1
3,64,Projection,Triple,1,T,2
3,65,Projection,Triple,2,T,0
3,66,Projection,Triple,3,R,4
3,67,Projection,Triple,4,R,3
3,68,Projection,Triple,5,R,5
3,69,Projection,Triple,6,R,6
3,70,Projection,Triple,7,R,8
3,71,Projection,Triple,8,R,7
3,72,Heatmap,PointDistance,0,T,1
3,73,Heatmap,PointDistance,1,T,2
3,74,Heatmap,PointDistance,2,T,0
3,75,Heatmap,PointDistance,3,R,4
3,76,Heatmap,PointDistance,4,R,3
3,77,Heatmap,PointDistance,5,R,5
3,78,Heatmap,PointDistance,6,R,6
3,79,Heatmap,PointDistance,7,R,7
3,80,Heatmap,PointDistance,8,R,8
3,81,Heatmap,TouchingSegments,0,T,1
3,82,Heatmap,TouchingSegments,1,T,0
3,83,Heatmap,TouchingSegments,2,T,2
3,84,Heatmap,TouchingSegments,3,R,5
3,85,Heatmap,TouchingSegments,4,R,8
3,86,Heatmap,TouchingSegments,5,R,7
3,87,Heatmap,TouchingSegments,6,R,4
3,88,Heatmap,TouchingSegments,7,R,3
3,89,Heatmap,TouchingSegments,8,R,6
3,90,Heatmap,LargerTad,0,T,0
3,91,Heatmap,LargerTad,1,T,1
3,92,Heatmap,LargerTad,2,T,2
3,93,Heatmap,LargerTad,3,R,5
3,94,Heatmap,LargerTad,4,R,6
3,95,Heatmap,LargerTad,5,R,4
3,96,Heatmap,LargerTad,6,R,8
3,97,Heatmap,LargerTad,7,R,3
3,98,Heatmap,LargerTad,8,R,7
3,99,Heatmap,Triple,0,T,1
3,100,Heatmap,Triple,1,T,0
3,101,Heatmap,Triple,2,T,2
3,102,Heatmap,Triple,3,R,6
3,103,Heatmap,Triple,4,R,8
3,104,Heatmap,Triple,5,R,7
3,105,Heatmap,Triple,6,R,5
3,106,Heatmap,Triple,7,R,4
3,107,Heatmap,Triple,8,R,3
4,0,Heatmap,PointDistance,0,T,0
4,1,Heatmap,PointDistance,1,T,2
4,2,Heatmap,PointDistance,2,T,1
4,3,Heatmap,PointDistance,3,R,6
4,4,Heatmap,PointDistance,4,R,5
4,5,Heatmap,PointDistance,5,R,4
4,6,Heatmap,PointDistance,6,R,7
4,7,Heatmap,PointDistance,7,R,8
4,8,Heatmap,PointDistance,8,R,3
4,9,Heatmap,TouchingSegments,0,T,0
4,10,Heatmap,TouchingSegments,1,T,1
4,11,Heatmap,TouchingSegments,2,T,2
4,12,Heatmap,TouchingSegments,3,R,4
4,13,Heatmap,TouchingSegments,4,R,8
4,14,Heatmap,TouchingSegments,5,R,5
4,15,Heatmap,TouchingSegments,6,R,6
4,16,Heatmap,TouchingSegments,7,R,3
4,17,Heatmap,TouchingSegments,8,R,7
4,18,Heatmap,LargerTad,0,T,0
4,19,Heatmap,LargerTad,1,T,2
4,20,Heatmap,LargerTad,2,T,1
4,21,Heatmap,LargerTad,3,R,7
4,22,Heatmap,LargerTad,4,R,4
4,23,Heatmap,LargerTad,5,R,8
4,24,Heatmap,LargerTad,6,R,5
4,25,Heatmap,LargerTad,7,R,3
4,26,Heatmap,LargerTad,8,R,6
4,27,Heatmap,Triple,0,T,1
4,28,Heatmap,Triple,1,T,0
4,29,Heatmap,Triple,2,T,2
4,30,Heatmap,Triple,3,R,6
4,31,Heatmap,Triple,4,R,4
4,32,Heatmap,Triple,5,R,5
4,33,Heatmap,Triple,6,R,7
4,34,Heatmap,Triple,7,R,3
4,35,Heatmap,Triple,8,R,8
4,36,HoloLens,PointDistance,0,T,0
4,37,HoloLens,PointDistance,1,T,1
4,38,HoloLens,PointDistance,2,T,2
4,39,HoloLens,PointDistance,3,R,4
4,40,HoloLens,PointDistance,4,R,6
4,41,HoloLens,PointDistance,5,R,8
4,42,HoloLens,PointDistance,6,R,3
4,43,HoloLens,PointDistance,7,R,5
4,44,HoloLens,PointDistance,8,R,7
4,45,HoloLens,TouchingSegments,0,T,2
4,46,HoloLens,TouchingSegments,1,T,1
4,47,HoloLens,TouchingSegments,2,T,0
4,48,HoloLens,TouchingSegments,3,R,6
4,49,HoloLens,TouchingSegments,4,R,7
4,50,HoloLens,TouchingSegments,5,R,3
4,51,HoloLens,TouchingSegments,6,R,4
4,52,HoloLens,TouchingSegments,7,R,8
4,53,HoloLens,TouchingSegments,8,R,5
4,54,HoloLens,LargerTad,0,T,2
4,55,HoloLens,LargerTad,1,T,1
4,56,HoloLens,LargerTad,2,T,0
4,57,HoloLens,LargerTad,3,R,5
4,58,HoloLens,LargerTad,4,R,4
4,59,HoloLens,LargerTad,5,R,6
4,60,HoloLens,LargerTad,6,R,7
4,61,HoloLens,LargerTad,7,R,8
4,62,HoloLens,LargerTad,8,R,3
4,63,HoloLens,Triple,0,T,2
4,64,HoloLens,Triple,1,T,0
4,65,HoloLens,Triple,2,T,1
4,66,HoloLens,Triple,3,R,3
4,67,HoloLens,Triple,4,R,6
4,68,HoloLens,Triple,5,R,4
4,69,HoloLens,Triple,6,R,5
4,70,HoloLens,Triple,7,R,8
4,71,HoloLens,Triple,8,R,7
4,72,Projection,PointDistance,0,T,0
4,73,Projection,PointDistance,1,T,2
4,74,Projection,PointDistance,2,T,1
4,75,Projection,PointDistance,3,R,5
4,76,Projection,PointDistance,4,R,6
4,77,Projection,PointDistance,5,R,4
4,78,Projection,PointDistance,6,R,7
4,79,Projection,PointDistance,7,R,8
4,80,Projection,PointDistance,8,R,3
4,81,Projection,TouchingSegments,0,T,2
4,82,Projection,TouchingSegments,1,T,1
4,83,Projection,TouchingSegments,2,T,0
4,84,Projection,TouchingSegments,3,R,7
4,85,Projection,TouchingSegments,4,R,5
4,86,Projection,TouchingSegments,5,R,4
4,87,Projection,TouchingSegments,6,R,6
4,88,Projection,TouchingSegments,7,R,8
4,89,Projection,TouchingSegments,8,R,3
4,90,Projection,LargerTad,0,T,2
4,91,Projection,LargerTad,1,T,0
4,92,Projection,LargerTad,2,T,1
4,93,Projection,LargerTad,3,R,5
4,94,Projection,LargerTad,4,R,3
4,95,Projection,LargerTad,5,R,7
4,96,Projection,LargerTad,6,R,6
4,97,Projection,LargerTad,7,R,8
4,98,Projection,LargerTad,8,R,4
4,99,Projection,Triple,0,T,0
4,100,Projection,Triple,1,T,1
4,101,Projection,Triple,2,T,2
4,102,Projection,Triple,3,R,3
4,103,Projection,Triple,4,R,4
4,104,Projection,Triple,5,R,8
4,105,Projection,Triple,6,R,7
4,106,Projection,Triple,7,R,6
4,107,Projection,Triple,8,R,5
5,0,Projection,PointDistance,0,T,1
5,1,Projection,PointDistance,1,T,0
5,2,Projection,PointDistance,2,T,2
5,3,Projection,PointDistance,3,R,8
5,4,Projection,PointDistance,4,R,6
5,5,Projection,PointDistance,5,R,3
5,6,Projection,PointDistance,6,R,7
5,7,Projection,PointDistance,7,R,5
5,8,Projection,PointDistance,8,R,4
5,9,Projection,TouchingSegments,0,T,0
5,10,Projection,TouchingSegments,1,T,2
5,11,Projection,TouchingSegments,2,T,1
5,12,Projection,TouchingSegments,3,R,5
5,13,Projection,TouchingSegments,4,R,7
5,14,Projection,TouchingSegments,5,R,8
5,15,Projection,TouchingSegments,6,R,3
5,16,Projection,TouchingSegments,7,R,4
5,17,Projection,TouchingSegments,8,R,6
5,18,Projection,LargerTad,0,T,0
5,19,Projection,LargerTad,1,T,2
5,20,Projection,LargerTad,2,T,1
5,21,Projection,LargerTad,3,R,5
5,22,Projection,LargerTad,4,R,8
5,23,Projection,LargerTad,5,R,3
5,24,Projection,LargerTad,6,R,7
5,25,Projection,LargerTad,7,R,6
5,26,Projection,LargerTad,8,R,4
5,27,Projection,Triple,0,T,1
5,28,Projection,Triple,1,T,2
5,29,Projection,Triple,2,T,0
5,30,Projection,Triple,3,R,7
5,31,Projection,Triple,4,R,4
5,32,Projection,Triple,5,R,5
5,33,Projection,Triple,6,R,6
5,34,Projection,Triple,7,R,8
5,35,Projection,Triple,8,R,3
5,36,Heatmap,PointDistance,0,T,0
5,37,Heatmap,PointDistance,1,T,1
5,38,Heatmap,PointDistance,2,T,2
5,39,Heatmap,PointDistance,3,R,8
5,40,Heatmap,PointDistance,4,R,5
5,41,Heatmap,PointDistance,5,R,7
5,42,Heatmap,PointDistance,6,R,3
5,43,Heatmap,PointDistance,7,R,6
5,44,Heatmap,PointDistance,8,R,4
5,45,Heatmap,TouchingSegments,0,T,0
5,46,Heatmap,TouchingSegments,1,T,1
5,47,Heatmap,TouchingSegments,2,T,2
5,48,Heatmap,TouchingSegments,3,R,6
5,49,Heatmap,TouchingSegments,4,R,8
5,50,Heatmap,TouchingSegments,5,R,3
5,51,Heatmap,TouchingSegments,6,R,7
5,52,Heatmap,TouchingSegments,7,R,4
5,53,Heatmap,TouchingSegments,8,R,5
5,54,Heatmap,LargerTad,0,T,2
5,55,Heatmap,LargerTad,1,T,0
5,56,Heatmap,LargerTad,2,T,1
5,57,Heatmap,LargerTad,3,R,4
5,58,Heatmap,LargerTad,4,R,7
5,59,Heatmap,LargerTad,5,R,3
5,60,Heatmap,LargerTad,6,R,8
5,61,Heatmap,LargerTad,7,R,6
5,62,Heatmap,LargerTad,8,R,5
5,63,Heatmap,Triple,0,T,1
5,64,Heatmap,Triple,1,T,2
5,65,Heatmap,Triple,2,T,0
5,66,Heatmap,Triple,3,R,5
5,67,Heatmap,Triple,4,R,6
5,68,Heatmap,Triple,5,R,3
5,69,Heatmap,Triple,6,R,7
5,70,Heatmap,Triple,7,R,8
5,71,Heatmap,Triple,8,R,4
5,72,HoloLens,PointDistance,0,T,2
5,73,HoloLens,PointDistance,1,T,1
5,74,HoloLens,PointDistance,2,T,0
5,75,HoloLens,PointDistance,3,R,6
5,76,HoloLens,PointDistance,4,R,5
5,77,HoloLens,PointDistance,5,R,7
5,78,HoloLens,PointDistance,6,R,3
5,79,HoloLens,PointDistance,7,R,4
5,80,HoloLens,PointDistance,8,R,8
5,81,HoloLens,TouchingSegments,0,T,1
5,82,HoloLens,TouchingSegments,1,T,2
5,83,HoloLens,TouchingSegments,2,T,0
5,84,HoloLens,TouchingSegments,3,R,5
5,85,HoloLens,TouchingSegments,4,R,4
5,86,HoloLens,TouchingSegments,5,R,8
5,87,HoloLens,TouchingSegments,6,R,3
5,88,HoloLens,TouchingSegments,7,R,6
5,89,HoloLens,TouchingSegments,8,R,7
5,90,HoloLens,LargerTad,0,T,1
5,91,HoloLens,LargerTad,1,T,0
5,92,HoloLens,LargerTad,2,T,2
5,93,HoloLens,LargerTad,3,R,7
5,94,HoloLens,LargerTad,4,R,5
5,95,HoloLens,LargerTad,5,R,6
5,96,HoloLens,LargerTad,6,R,3
5,97,HoloLens,LargerTad,7,R,4
5,98,HoloLens,LargerTad,8,R,8
5,99,HoloLens,Triple,0,T,1
5,100,HoloLens,Triple,1,T,0
5,101,HoloLens,Triple,2,T,2
5,102,HoloLens,Triple,3,R,6
5,103,HoloLens,Triple,4,R,8
5,104,HoloLens,Triple,5,R,4
5,105,HoloLens,Triple,6,R,7
5,106,HoloLens,Triple,7,R,5
5,107,HoloLens,Triple,8,R,3
6,0,HoloLens,PointDistance,0,T,1
6,1,HoloLens,PointDistance,1,T,2
6,2,HoloLens,PointDistance,2,T,0
6,3,HoloLens,PointDistance,3,R,6
